transaction_id,customer_id,time_id,transaction_amount,channel,payment_type
670,181,248,1690.59,Mobile app,PayPal
671,292,178,1043.02,In-store,Credit Card
672,485,50,1653.11,Online,Bank Transfer
673,476,142,413.71,Online,Cash
674,243,299,1295.49,In-store,PayPal
675,390,20,3366.25,Mobile app,Bank Transfer
676,114,80,7303.86,Online,Credit Card
677,164,248,658.83,Mobile app,Cash
678,393,153,1099.45,Mobile app,Cash
679,86,36,2749.14,Mobile app,Credit Card
680,394,249,86.93,Mobile app,PayPal
681,128,136,2602.41,Mobile app,Bank Transfer
682,122,147,1666.54,Online,Bank Transfer
683,39,318,4061.25,In-store,Cash
684,281,214,2468.93,Online,PayPal
685,401,85,2786.23,Online,PayPal
686,152,96,2070.76,Online,Credit Card
687,364,186,3993.41,In-store,Bank Transfer
688,293,273,2199.9,In-store,PayPal
689,244,299,2535.73,Online,PayPal
690,361,269,3910.36,Mobile app,PayPal
691,167,287,23.46,Online,Cash
692,469,255,4509.95,Mobile app,PayPal
693,310,165,2791.86,In-store,Cash
694,415,149,474.32,In-store,Cash
695,92,215,3914.19,Online,Bank Transfer
696,349,283,3457.03,Mobile app,PayPal
697,297,216,5118.96,In-store,Credit Card
698,477,51,829.94,Mobile app,PayPal
699,235,15,2411.2,Mobile app,Bank Transfer
700,30,153,5836.07,Mobile app,Bank Transfer
701,79,102,658.41,In-store,PayPal
702,54,73,3016.71,In-store,Bank Transfer
703,358,342,396.25,Online,Cash
704,443,261,1676.5,Online,Bank Transfer
705,273,189,1602.55,Online,Bank Transfer
706,303,334,474.32,Mobile app,Credit Card
707,350,193,448.12,Online,PayPal
708,495,302,2814.59,Online,Bank Transfer
709,184,177,698.51,In-store,Bank Transfer
710,378,233,1982.81,Online,Credit Card
711,162,34,3746.24,Online,Bank Transfer
712,275,218,4782.89,In-store,Credit Card
713,443,282,5066.63,Mobile app,PayPal
714,398,172,1002.96,Online,Credit Card
715,155,135,2293.8,Mobile app,Bank Transfer
716,228,266,453.04,Mobile app,PayPal
717,124,141,4762.21,Mobile app,Credit Card
718,163,199,1937.86,Online,Bank Transfer
719,42,190,2720.25,Online,Credit Card
720,296,142,454.09,Mobile app,PayPal
721,405,164,2996.72,In-store,Cash
722,85,348,624.7,In-store,Cash
723,265,221,3476.86,In-store,Cash
724,51,250,3709.54,Online,PayPal
725,223,67,2393.24,Mobile app,Bank Transfer
726,456,281,2789.12,In-store,Credit Card
727,403,22,3074.46,Online,Cash
728,218,260,1335.62,In-store,Bank Transfer
729,113,343,5114.33,In-store,PayPal
730,33,360,2635.28,In-store,Credit Card
731,451,137,556.66,Online,Credit Card
732,168,237,147.08,In-store,Cash
733,69,332,1114.43,Online,Credit Card
734,76,238,4267.86,Mobile app,Credit Card
735,436,224,677.65,Mobile app,Credit Card
736,64,273,2700.34,Online,Bank Transfer
737,158,233,1609.05,In-store,PayPal
738,461,363,511.0,Online,Cash
739,498,183,3721.1,Online,Credit Card
740,359,134,5987.71,In-store,Bank Transfer
741,304,12,1935.52,Mobile app,Cash
742,138,195,2190.84,In-store,Credit Card
743,248,322,568.95,Online,Cash
744,197,198,514.77,Mobile app,Credit Card
745,233,49,2824.1,Mobile app,Bank Transfer
746,94,239,434.65,Online,PayPal
747,491,250,1951.14,Online,Cash
748,94,127,879.56,Mobile app,PayPal
749,274,142,2925.12,Online,Cash
750,480,26,445.44,Mobile app,PayPal
751,365,191,1865.51,In-store,Cash
752,469,246,346.88,Online,Credit Card
753,384,158,176.8,Mobile app,Cash
754,257,114,942.0,Online,PayPal
755,163,30,1486.72,Online,Credit Card
756,466,320,2307.35,In-store,Bank Transfer
757,78,353,3054.65,Online,Cash
758,61,218,1139.6,Mobile app,Credit Card
759,27,1,976.81,Mobile app,Credit Card
760,53,135,2890.06,Online,PayPal
761,47,218,2442.65,In-store,PayPal
762,219,285,5212.75,Mobile app,Credit Card
763,46,217,3962.7,Mobile app,Bank Transfer
764,421,36,4474.3,Online,PayPal
765,500,15,112.9,Mobile app,Bank Transfer
766,273,361,4668.83,Online,PayPal
767,147,112,873.76,Online,Credit Card
768,323,120,2859.13,In-store,Credit Card
769,155,273,3756.95,Mobile app,Bank Transfer
770,58,62,4239.86,In-store,Credit Card
771,137,260,1692.27,In-store,Credit Card
772,470,224,3244.84,Online,PayPal
773,410,176,2448.62,In-store,Bank Transfer
774,464,291,675.1,In-store,PayPal
775,185,135,1752.0,Online,Credit Card
776,292,12,1459.08,Online,Cash
777,78,127,1942.48,Online,Cash
778,13,188,422.1,In-store,Bank Transfer
779,341,109,187.52,Mobile app,PayPal
780,14,321,2016.58,Mobile app,PayPal
781,76,106,2376.08,In-store,Bank Transfer
782,172,107,2884.8,Online,PayPal
783,452,328,2003.75,In-store,Bank Transfer
784,88,67,3207.36,Online,Bank Transfer
785,98,285,4732.52,In-store,Cash
786,280,76,218.68,Mobile app,Bank Transfer
787,387,130,1155.8,In-store,Credit Card
788,335,340,129.66,Mobile app,Bank Transfer
789,302,153,5091.78,In-store,Bank Transfer
790,16,260,2494.53,Online,Credit Card
791,153,332,1772.96,Online,PayPal
792,316,203,3515.94,Online,Bank Transfer
793,94,183,1334.2,In-store,Credit Card
794,170,167,1778.99,Mobile app,Bank Transfer
795,78,142,1446.04,In-store,Credit Card
796,61,302,3067.91,In-store,PayPal
797,110,15,4209.77,Online,Cash
798,291,198,4143.81,In-store,PayPal
799,390,302,2414.6,Mobile app,PayPal
800,329,234,1964.2,Online,PayPal
801,260,162,891.45,Mobile app,Credit Card
802,474,45,3572.36,Mobile app,PayPal
803,157,130,136.18,In-store,Bank Transfer
804,220,236,963.26,Online,PayPal
805,407,123,997.56,Online,Cash
806,135,42,134.72,In-store,Credit Card
807,293,237,6480.87,In-store,PayPal
808,222,303,3358.12,In-store,PayPal
809,35,140,3053.05,Online,Bank Transfer
810,384,155,251.22,Mobile app,Bank Transfer
811,38,259,4080.9,Mobile app,Credit Card
812,319,324,985.47,In-store,Bank Transfer
813,455,232,2957.81,In-store,Credit Card
814,162,21,125.15,Online,Credit Card
815,494,110,857.09,Online,PayPal
816,105,336,3635.23,Online,PayPal
817,33,341,2961.6,Mobile app,Cash
818,150,288,4850.15,In-store,Cash
819,340,302,416.56,Mobile app,Credit Card
820,351,228,1836.2,In-store,Bank Transfer
821,338,105,4001.02,In-store,Credit Card
822,125,246,1499.2,Online,Cash
823,294,240,2751.81,Online,Credit Card
824,281,216,1531.51,In-store,Bank Transfer
825,94,31,1754.68,In-store,Credit Card
826,258,326,1474.12,In-store,Cash
827,214,225,396.25,Online,Bank Transfer
828,116,78,493.42,Mobile app,Cash
829,281,278,2251.55,Mobile app,Credit Card
830,139,248,2000.36,In-store,Credit Card
831,418,331,155.96,Mobile app,PayPal
832,337,338,886.34,Online,Cash
833,172,207,107.0,In-store,Bank Transfer
834,230,35,4042.43,Mobile app,Credit Card
835,153,310,2374.94,In-store,PayPal
836,370,165,2503.52,Mobile app,PayPal
837,400,6,3461.67,In-store,Credit Card
838,254,93,4757.25,In-store,Credit Card
839,239,8,2554.48,Online,Cash
840,477,212,1614.23,In-store,Credit Card
841,192,242,1546.53,In-store,Bank Transfer
842,459,26,3411.2,In-store,PayPal
843,342,107,1974.58,Mobile app,Cash
844,22,158,4574.61,Mobile app,PayPal
845,462,38,2767.59,In-store,Bank Transfer
846,178,240,4648.26,In-store,PayPal
847,439,323,3129.92,Mobile app,PayPal
848,490,125,2996.42,In-store,Credit Card
849,426,278,3289.33,Online,Cash
850,470,330,2384.22,In-store,Bank Transfer
851,128,135,246.24,Mobile app,Credit Card
852,375,47,2188.97,In-store,PayPal
853,61,342,396.25,In-store,Cash
854,282,221,1874.96,Mobile app,Cash
855,236,275,396.28,In-store,Cash
856,266,239,1240.73,In-store,PayPal
857,307,16,235.33,Online,PayPal
858,322,157,3565.8,In-store,Cash
859,84,185,864.96,Mobile app,Credit Card
860,309,88,2694.47,Mobile app,Bank Transfer
861,441,339,2474.4,Online,Cash
862,141,302,4058.1,In-store,Cash
863,354,259,1213.83,Online,Credit Card
864,256,25,2644.87,Online,PayPal
865,233,135,1436.55,Online,PayPal
866,293,186,975.17,Online,Cash
867,116,74,1790.88,In-store,Bank Transfer
868,205,243,1679.28,Online,Bank Transfer
869,316,309,3413.38,Online,Credit Card
870,77,182,1218.5,Online,Bank Transfer
871,274,209,4994.56,Mobile app,Credit Card
872,20,70,2755.3,In-store,Bank Transfer
873,468,130,1364.69,In-store,Credit Card
874,419,179,4374.47,In-store,Credit Card
875,416,17,2756.87,In-store,PayPal
876,132,306,419.7,Online,PayPal
877,70,200,3144.81,In-store,Cash
878,311,42,810.48,Mobile app,Bank Transfer
879,426,290,3831.34,Mobile app,Credit Card
880,371,294,2197.82,Mobile app,Bank Transfer
881,471,272,258.54,In-store,Cash
882,235,359,1582.85,Mobile app,Credit Card
883,190,301,1941.81,Mobile app,Cash
884,171,270,2075.86,In-store,Cash
885,110,333,1279.32,Mobile app,Cash
886,8,269,1313.79,Online,Credit Card
887,418,157,1235.73,Online,PayPal
888,394,225,3474.78,Mobile app,Credit Card
889,254,150,3799.42,Mobile app,PayPal
890,457,314,1106.45,Mobile app,PayPal
891,5,87,2646.62,Mobile app,PayPal
892,464,343,3462.56,In-store,PayPal
893,24,204,737.61,Online,PayPal
894,273,302,500.6,In-store,Bank Transfer
895,427,100,2621.47,Online,PayPal
896,202,365,208.22,Mobile app,PayPal
897,102,238,1027.53,Mobile app,Bank Transfer
898,167,58,3090.59,Online,Bank Transfer
899,169,45,1174.9,Online,Bank Transfer
900,53,154,2967.78,In-store,PayPal
901,473,3,1071.9,Online,PayPal
902,443,94,88.4,Online,Bank Transfer
903,296,158,607.15,In-store,Cash
904,181,333,5292.21,Mobile app,Bank Transfer
905,176,304,499.85,Mobile app,Cash
906,23,3,613.34,Online,Bank Transfer
907,131,83,578.7,Online,Credit Card
908,325,34,2001.85,Online,Bank Transfer
909,449,328,542.12,Online,Bank Transfer
910,461,191,1623.87,Online,Bank Transfer
911,36,58,5668.36,Online,Credit Card
912,248,241,3626.26,Online,Credit Card
913,28,314,2725.0,In-store,Cash
914,492,222,1356.77,In-store,Bank Transfer
915,246,43,3930.89,Mobile app,Bank Transfer
916,437,21,1294.34,In-store,PayPal
917,412,179,1717.88,In-store,Cash
918,429,181,1827.69,Online,Cash
919,427,201,6056.43,Online,PayPal
920,183,138,3690.18,In-store,Cash
921,245,135,1310.16,In-store,Credit Card
922,429,364,1243.76,Online,Credit Card
923,11,278,1058.03,Online,Bank Transfer
924,333,342,190.19,Online,PayPal
925,402,347,4338.32,Online,Cash
926,29,360,2025.34,Online,PayPal
927,334,131,2581.2,Online,PayPal
928,144,189,1545.19,Mobile app,Credit Card
929,153,73,1177.9,Online,Bank Transfer
930,77,239,997.3,Mobile app,PayPal
931,312,253,1880.84,Online,Credit Card
932,215,42,1334.62,Online,PayPal
933,387,13,4790.75,In-store,Bank Transfer
934,27,266,4250.79,Mobile app,Credit Card
935,30,212,1477.77,Online,Credit Card
936,180,160,940.3,Mobile app,Bank Transfer
937,272,149,281.12,Mobile app,PayPal
938,219,83,926.19,Online,PayPal
939,318,108,910.62,In-store,Bank Transfer
940,174,129,751.28,Online,Credit Card
941,477,149,4361.71,Mobile app,Cash
942,438,11,3192.5,In-store,Cash
943,476,331,1680.6,Online,PayPal
944,2,215,2266.85,Online,PayPal
945,321,127,2931.07,Online,Credit Card
946,340,198,4391.72,Mobile app,Cash
947,45,233,710.71,In-store,Bank Transfer
948,205,55,1234.9,Online,PayPal
949,264,78,6076.45,Mobile app,Credit Card
950,111,64,5108.82,Online,Cash
951,27,336,3592.55,In-store,Cash
952,454,289,1421.91,Mobile app,Bank Transfer
953,431,44,990.92,Mobile app,PayPal
954,6,42,3010.94,Online,PayPal
955,474,90,1859.22,In-store,Cash
956,131,151,1029.81,In-store,Credit Card
957,303,91,1888.16,Mobile app,PayPal
958,157,163,5739.44,Online,Credit Card
959,308,66,2626.07,In-store,PayPal
960,275,85,3608.72,Online,Bank Transfer
961,474,81,188.19,Mobile app,PayPal
962,487,60,597.8,Online,Credit Card
963,186,76,1201.6,In-store,Credit Card
964,95,99,2071.2,Mobile app,Credit Card
965,350,8,3857.21,In-store,Bank Transfer
966,374,270,1139.04,Online,Bank Transfer
967,23,176,2992.17,Online,Bank Transfer
968,275,281,1663.99,Mobile app,PayPal
969,423,157,1475.1,Mobile app,Cash
970,471,121,2618.12,Mobile app,PayPal
971,295,306,3213.58,Online,Credit Card
972,80,234,3146.55,Online,Cash
973,339,334,1401.36,Online,Credit Card
974,290,106,3221.8,Online,PayPal
975,269,175,3286.85,Online,Cash
976,206,360,2130.78,Mobile app,Credit Card
977,351,68,3392.86,Mobile app,PayPal
978,17,120,569.42,Mobile app,PayPal
979,92,322,3210.54,In-store,Credit Card
980,165,244,719.79,Online,Bank Transfer
981,30,364,3876.95,Mobile app,Bank Transfer
982,329,56,2836.69,In-store,PayPal
983,197,216,1210.16,In-store,Bank Transfer
984,358,248,3913.98,Online,Bank Transfer
985,469,272,2542.7,In-store,Credit Card
986,260,31,3191.31,Online,PayPal
987,362,29,2290.05,In-store,Credit Card
988,449,340,817.26,In-store,Credit Card
989,272,350,3937.78,In-store,Cash
990,269,59,2189.65,Online,PayPal
991,388,136,433.84,Mobile app,Bank Transfer
992,248,155,3172.44,In-store,Cash
993,320,262,2029.89,Mobile app,Credit Card
994,49,15,4610.9,Mobile app,Bank Transfer
995,77,216,2329.06,Mobile app,PayPal
996,220,215,662.28,In-store,Cash
997,155,222,2305.0,Mobile app,PayPal
998,308,130,319.2,Online,Bank Transfer
999,397,89,5250.4,Online,Credit Card
1000,38,205,3449.66,In-store,PayPal
1001,201,344,2158.56,Mobile app,Bank Transfer
1002,60,348,404.16,In-store,PayPal
1003,10,198,1245.88,In-store,Cash
1004,470,333,3407.92,Online,Cash
1005,162,239,3628.79,In-store,Cash
1006,317,201,1402.31,In-store,Cash
1007,327,239,755.59,Online,Cash
1008,416,171,3587.59,In-store,Credit Card
1009,293,200,3964.39,In-store,PayPal
1010,124,252,1255.4,Online,Credit Card
1011,199,271,1676.9,Online,Credit Card
1012,379,356,1159.5,In-store,Credit Card
1013,269,23,2131.75,Mobile app,Credit Card
1014,472,132,1158.61,In-store,PayPal
1015,37,164,2380.6,In-store,Bank Transfer
1016,242,359,2672.96,Mobile app,Cash
1017,339,199,2313.4,In-store,PayPal
1018,217,105,2213.0,Mobile app,Credit Card
1019,205,335,2636.49,Mobile app,Bank Transfer
1020,130,10,896.6,In-store,Bank Transfer
1021,130,162,3276.06,Mobile app,Credit Card
1022,278,276,3091.09,Online,PayPal
1023,198,307,590.97,In-store,PayPal
1024,455,95,1306.15,Online,Bank Transfer
1025,236,7,3602.59,In-store,Cash
1026,133,180,1222.71,Mobile app,PayPal
1027,438,15,2183.55,In-store,Credit Card
1028,188,148,455.16,In-store,PayPal
1029,356,1,6874.41,In-store,Cash
1030,252,304,2336.59,Online,PayPal
1031,132,214,2014.73,Online,PayPal
1032,367,82,3779.26,Mobile app,Credit Card
1033,297,5,6117.73,Mobile app,Cash
1034,179,139,4972.05,In-store,Bank Transfer
1035,50,168,3873.76,In-store,Cash
1036,129,178,1840.74,Online,Credit Card
1037,293,250,1070.84,Online,Credit Card
1038,141,166,673.6,In-store,Credit Card
1039,320,205,3131.98,Online,Cash
1040,467,312,4655.62,Online,Credit Card
1041,292,307,582.24,In-store,Bank Transfer
1042,106,101,844.88,In-store,Cash
1043,311,267,3033.37,Online,PayPal
1044,125,170,231.61,Mobile app,Bank Transfer
1045,292,202,1914.16,Online,Bank Transfer
1046,238,160,333.55,Mobile app,Bank Transfer
1047,478,325,3274.05,Mobile app,Bank Transfer
1048,229,337,918.78,In-store,PayPal
1049,470,118,6449.13,Online,Credit Card
1050,66,200,1203.88,In-store,Cash
1051,394,170,995.1,Mobile app,Bank Transfer
1052,331,61,1682.78,Mobile app,Bank Transfer
1053,143,202,780.65,In-store,PayPal
1054,468,6,3549.74,Online,Bank Transfer
1055,480,311,584.46,Online,Credit Card
1056,164,180,2970.05,Online,Cash
1057,376,208,5111.46,Mobile app,Credit Card
1058,91,343,390.2,Online,Bank Transfer
1059,448,182,1240.17,In-store,Credit Card
1060,180,93,132.6,In-store,Cash
1061,8,50,3072.94,Mobile app,Credit Card
1062,160,46,1543.24,In-store,Bank Transfer
1063,71,213,562.56,In-store,Credit Card
1064,200,152,982.17,Mobile app,PayPal
1065,191,309,1345.35,Online,Credit Card
1066,71,279,1153.54,Mobile app,Bank Transfer
1067,29,3,819.39,Online,PayPal
1068,274,199,1597.91,Online,Cash
1069,116,271,523.8,In-store,PayPal
1070,384,187,816.81,Online,PayPal
1071,394,358,472.04,Online,Bank Transfer
1072,371,152,3383.57,Online,Cash
1073,269,175,4236.05,Mobile app,Bank Transfer
1074,249,101,69.67,Online,PayPal
1075,493,40,3641.3,Mobile app,Cash
1076,214,303,4949.1,Mobile app,Credit Card
1077,64,3,4958.12,Mobile app,Bank Transfer
1078,348,248,1570.0,In-store,PayPal
1079,130,36,155.96,Online,Bank Transfer
1080,214,158,1238.52,Online,PayPal
1081,32,149,1851.38,Online,PayPal
1082,267,101,4006.26,Mobile app,Credit Card
1083,105,274,3215.59,Mobile app,Cash
1084,25,142,640.12,In-store,PayPal
1085,446,60,3118.32,Mobile app,PayPal
1086,112,362,1092.2,Mobile app,PayPal
1087,312,295,4029.85,Mobile app,Bank Transfer
1088,371,14,1872.56,Online,Bank Transfer
1089,433,237,1350.2,Mobile app,Cash
1090,46,155,1604.08,Online,Cash
1091,425,239,5741.25,In-store,PayPal
1092,396,362,1654.45,Online,PayPal
1093,259,70,2678.62,In-store,Credit Card
1094,16,275,121.24,In-store,Credit Card
1095,301,232,1382.43,In-store,PayPal
1096,488,307,2286.75,Online,PayPal
1097,209,84,538.88,In-store,Credit Card
1098,264,279,897.76,Online,PayPal
1099,102,357,1394.37,Mobile app,PayPal
1100,107,194,3556.53,In-store,Bank Transfer
1101,44,113,3366.49,Mobile app,Credit Card
1102,272,361,4936.11,Mobile app,PayPal
1103,308,151,330.36,Online,Bank Transfer
1104,456,262,2021.24,Online,Cash
1105,118,281,4178.8,Mobile app,Cash
1106,494,197,3347.34,In-store,Bank Transfer
1107,140,359,4036.1,Online,Cash
1108,71,278,770.54,Online,Bank Transfer
1109,107,202,2917.85,In-store,Bank Transfer
1110,191,179,2639.81,Mobile app,Cash
1111,262,29,1807.43,Mobile app,Bank Transfer
1112,136,43,3033.79,Online,Credit Card
1113,70,313,2014.79,Online,Credit Card
1114,449,133,1921.36,Online,PayPal
1115,122,20,2531.4,In-store,Bank Transfer
1116,13,208,1417.2,Online,PayPal
1117,44,339,189.12,Mobile app,PayPal
1118,78,107,3029.57,Online,PayPal
1119,82,75,3725.54,Mobile app,Cash
1120,435,349,2093.56,In-store,Bank Transfer
1121,364,168,1483.81,In-store,Credit Card
1122,226,291,4214.35,In-store,Cash
1123,14,37,1542.37,In-store,Cash
1124,477,323,2776.15,In-store,Cash
1125,475,334,1845.28,Online,Credit Card
1126,266,358,3117.33,Online,PayPal
1127,443,233,3854.96,In-store,PayPal
1128,488,171,1928.11,Online,Bank Transfer
1129,301,364,3084.95,Online,Credit Card
1130,23,194,1164.15,Mobile app,Bank Transfer
1131,438,221,1510.4,Online,PayPal
1132,182,18,132.6,Mobile app,Bank Transfer
1133,255,88,1885.6,In-store,Credit Card
1134,192,275,1762.64,Online,Cash
1135,306,144,319.11,In-store,PayPal
1136,59,251,1731.78,Mobile app,PayPal
1137,433,26,58.5,Mobile app,PayPal
1138,463,57,2144.22,In-store,PayPal
1139,62,291,219.47,Mobile app,Cash
1140,402,248,604.16,Online,Bank Transfer
1141,14,12,3582.89,Mobile app,PayPal
1142,147,321,742.66,Mobile app,Cash
1143,258,323,92.83,In-store,Cash
1144,367,10,981.12,Mobile app,Bank Transfer
1145,353,296,3781.32,Online,Credit Card
1146,424,141,1778.0,In-store,Cash
1147,15,191,3059.96,Mobile app,Credit Card
1148,408,286,471.67,Mobile app,Cash
1149,328,246,2593.27,In-store,PayPal
1150,222,351,945.9,Online,Credit Card
1151,449,356,1329.17,In-store,Cash
1152,241,30,1000.65,In-store,Cash
1153,234,20,2006.44,In-store,Cash
1154,130,312,3449.18,Mobile app,Cash
1155,488,313,1429.22,In-store,Credit Card
1156,201,182,2685.13,In-store,PayPal
1157,342,157,1209.74,Mobile app,Credit Card
1158,199,60,658.83,In-store,Cash
1159,270,32,2895.54,Mobile app,PayPal
1160,273,356,2063.85,Mobile app,Bank Transfer
1161,196,10,2750.25,Online,Bank Transfer
1162,214,249,2460.51,Mobile app,Bank Transfer
1163,466,7,113.79,Online,Bank Transfer
1164,183,16,3782.85,Online,Bank Transfer
1165,478,260,3126.95,Online,PayPal
1166,475,337,2533.76,Mobile app,Cash
1167,89,18,1779.83,Online,Bank Transfer
1168,249,128,3240.07,Mobile app,Cash
1169,487,365,6201.48,Online,Credit Card
1170,440,153,2706.18,In-store,PayPal
1171,112,331,1546.0,In-store,Bank Transfer
1172,479,20,916.64,In-store,Credit Card
1173,266,235,982.1,In-store,PayPal
1174,335,254,1531.3,Online,Bank Transfer
1175,201,195,125.15,In-store,Credit Card
1176,319,137,1237.33,In-store,Credit Card
1177,208,246,1974.64,Mobile app,PayPal
1178,48,330,1928.57,In-store,Cash
1179,47,291,4822.3,Online,PayPal
1180,346,251,1129.92,Mobile app,Bank Transfer
1181,203,49,4183.91,In-store,Credit Card
1182,500,331,5273.98,Online,Credit Card
1183,420,338,1422.96,In-store,Credit Card
1184,378,258,2671.83,Mobile app,Credit Card
1185,351,237,818.96,In-store,Cash
1186,102,340,823.82,Online,PayPal
1187,13,201,811.8,In-store,PayPal
1188,472,259,4116.6,In-store,Credit Card
1189,77,298,4405.24,In-store,Bank Transfer
1190,486,188,908.49,Online,Cash
1191,12,17,2208.67,In-store,Cash
1192,301,213,2779.22,Online,Cash
1193,300,32,732.76,In-store,PayPal
1194,109,135,2290.04,Mobile app,Cash
1195,420,29,1195.85,Online,Credit Card
1196,68,149,4110.59,Mobile app,PayPal
1197,323,2,1279.97,In-store,PayPal
1198,399,46,339.18,Online,PayPal
1199,221,320,2603.41,In-store,Bank Transfer
1200,60,228,1873.26,Mobile app,Bank Transfer
1201,99,77,354.3,Online,Bank Transfer
1202,259,103,1120.44,Mobile app,Bank Transfer
1203,423,278,5930.5,Online,Bank Transfer
1204,204,334,3012.9,Mobile app,PayPal
1205,396,282,1589.26,Online,PayPal
1206,183,131,2041.91,Online,Bank Transfer
1207,72,164,5684.83,In-store,Cash
1208,162,300,8202.31,Online,PayPal
1209,304,60,39.69,In-store,PayPal
1210,26,271,859.28,Mobile app,Bank Transfer
1211,199,72,637.84,In-store,PayPal
1212,313,130,1807.9,Online,Credit Card
1213,302,198,474.32,In-store,PayPal
1214,17,362,1566.13,Mobile app,Bank Transfer
1215,217,134,1373.32,Online,Cash
1216,129,105,2934.53,Mobile app,Bank Transfer
1217,384,285,3818.45,Online,Bank Transfer
1218,252,206,184.17,Online,Credit Card
1219,195,211,4557.32,Mobile app,Bank Transfer
1220,368,279,3437.21,Online,Credit Card
1221,107,22,4822.8,Mobile app,Bank Transfer
1222,451,346,2086.14,Mobile app,Credit Card
1223,401,152,1733.54,In-store,Credit Card
1224,424,96,1888.16,In-store,Bank Transfer
1225,119,39,1401.65,In-store,Bank Transfer
1226,123,312,1758.09,Mobile app,Bank Transfer
1227,424,248,542.12,In-store,Credit Card
1228,84,208,1699.64,Mobile app,PayPal
1229,474,1,1302.01,Mobile app,PayPal
1230,158,139,386.48,Online,PayPal
1231,423,354,4501.09,Online,Cash
1232,489,265,2081.77,Online,Credit Card
1233,124,312,3235.02,Mobile app,Cash
1234,28,327,439.22,Mobile app,Credit Card
1235,432,184,3912.15,In-store,PayPal
1236,372,31,1960.41,Online,Bank Transfer
1237,255,193,1459.09,Online,Bank Transfer
1238,251,310,1334.83,Online,PayPal
1239,75,250,2138.23,Mobile app,Credit Card
1240,112,316,1240.12,Mobile app,Bank Transfer
1241,153,168,3012.18,In-store,Credit Card
1242,373,7,1024.19,Mobile app,PayPal
1243,109,24,1483.4,Mobile app,Credit Card
1244,263,189,3592.8,Online,Credit Card
1245,56,187,2730.18,In-store,Credit Card
1246,81,219,2529.55,Mobile app,Cash
1247,236,337,3522.88,Mobile app,Bank Transfer
1248,59,12,1828.74,Online,Bank Transfer
1249,127,4,1913.29,In-store,Bank Transfer
1250,446,275,4274.38,In-store,PayPal
1251,36,30,2885.55,In-store,Bank Transfer
1252,169,363,1026.74,Online,Cash
1253,191,157,1407.89,Mobile app,Bank Transfer
1254,152,337,3456.88,Online,Bank Transfer
1255,385,165,1846.68,Mobile app,Credit Card
1256,429,38,3138.27,In-store,PayPal
1257,252,206,3055.33,Online,Credit Card
1258,202,105,487.4,In-store,Bank Transfer
1259,370,254,2621.95,Mobile app,Credit Card
1260,19,213,3977.86,Online,PayPal
1261,154,15,1030.56,Online,Cash
1262,49,118,1290.58,In-store,Bank Transfer
1263,257,21,4429.76,In-store,Credit Card
1264,197,286,1908.37,Online,PayPal
1265,54,324,2222.5,Mobile app,Bank Transfer
1266,482,158,780.81,In-store,Credit Card
1267,472,225,3545.77,Online,Credit Card
1268,319,228,72.62,Mobile app,PayPal
1269,424,112,4874.62,In-store,Cash
1270,10,282,1399.24,Mobile app,Credit Card
1271,353,12,1234.92,Mobile app,Cash
1272,474,272,2688.6,In-store,Credit Card
1273,281,81,1021.46,Mobile app,Credit Card
1274,481,316,2674.3,In-store,PayPal
1275,14,354,645.17,Mobile app,Cash
1276,309,209,4209.85,Mobile app,Bank Transfer
1277,371,71,3974.42,Mobile app,PayPal
1278,363,237,2110.4,Online,PayPal
1279,449,68,791.68,Online,PayPal
1280,5,211,5185.09,In-store,PayPal
1281,445,330,4192.24,Mobile app,Cash
1282,437,185,1150.57,In-store,PayPal
1283,197,143,1664.63,Online,Cash
1284,147,45,2930.05,Mobile app,Bank Transfer
1285,340,68,647.53,In-store,Cash
1286,441,195,3601.7,Online,Bank Transfer
1287,155,241,957.0,Mobile app,PayPal
1288,401,297,4567.03,In-store,Credit Card
1289,405,355,1006.76,In-store,Bank Transfer
1290,478,351,1686.0,Mobile app,Credit Card
1291,286,234,2380.6,Mobile app,Cash
1292,195,66,2534.86,Mobile app,Cash
1293,247,9,343.52,In-store,Bank Transfer
1294,414,27,1562.88,In-store,Credit Card
1295,58,35,5661.64,In-store,PayPal
1296,472,134,5299.22,Online,PayPal
1297,51,104,2415.27,Mobile app,Bank Transfer
1298,324,95,3831.41,Online,Credit Card
1299,66,319,3737.16,In-store,Credit Card
1300,302,43,2699.05,Mobile app,Credit Card
1301,450,58,547.62,In-store,Credit Card
1302,82,18,1638.22,Online,PayPal
1303,183,251,3781.83,Online,Cash
1304,119,18,5001.65,In-store,Credit Card
1305,409,300,1911.5,In-store,Credit Card
1306,426,84,1642.98,In-store,Cash
1307,31,246,1107.44,Mobile app,Bank Transfer
1308,304,350,4025.81,Mobile app,Credit Card
1309,366,236,1410.59,Online,PayPal
1310,217,15,1241.87,Online,Bank Transfer
1311,125,65,1233.1,In-store,Credit Card
1312,190,63,4457.42,Online,Bank Transfer
1313,321,151,1974.38,In-store,PayPal
1314,316,207,1482.6,Online,Bank Transfer
1315,111,255,6126.9,Mobile app,Cash
1316,146,359,2867.28,Mobile app,Cash
1317,63,111,1043.8,Online,Cash
1318,309,12,5274.11,Online,Cash
1319,31,289,1515.65,Mobile app,PayPal
1320,160,269,1832.03,In-store,Cash
1321,329,139,1001.75,Online,PayPal
1322,407,307,3935.14,Online,Credit Card
1323,67,124,2163.84,Mobile app,PayPal
