transaction_id,customer_id,product_sku,product_name,category,brand,price,date,quantity
538,203,P006,Lip Gloss,makeup,Brand D,22,2024-01-21,1
538,203,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-21,1
539,428,P005,Matte Lipstick,makeup,Brand D,25,2024-03-23,1
539,428,P007,Body Lotion,body,Brand E,30,2024-03-23,1
540,321,P005,Matte Lipstick,makeup,Brand D,25,2024-02-15,1
540,321,P006,Lip Gloss,makeup,Brand D,22,2024-02-15,1
541,142,P007,Body Lotion,body,Brand E,30,2024-02-07,1
542,131,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-06,1
542,131,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-06,1
543,292,P006,Lip Gloss,makeup,Brand D,22,2024-03-30,1
544,414,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-25,1
544,414,P007,Body Lotion,body,Brand E,30,2024-02-25,1
544,414,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-25,1
544,414,P005,Matte Lipstick,makeup,Brand D,25,2024-02-25,1
545,432,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-21,1
546,239,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-12,1
546,239,P008,Shower Gel,body,Brand E,18,2024-01-12,1
547,433,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-19,1
547,433,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-19,1
548,71,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-21,1
549,271,P007,Body Lotion,body,Brand E,30,2024-01-11,1
550,110,P007,Body Lotion,body,Brand E,30,2024-01-13,1
550,110,P008,Shower Gel,body,Brand E,18,2024-01-13,1
551,480,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-28,1
551,480,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-28,1
551,480,P005,Matte Lipstick,makeup,Brand D,25,2024-03-28,1
551,480,P007,Body Lotion,body,Brand E,30,2024-03-28,1
552,383,P008,Shower Gel,body,Brand E,18,2024-03-04,1
553,486,P007,Body Lotion,body,Brand E,30,2024-01-17,1
553,486,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-17,1
553,486,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-17,1
554,65,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-22,1
554,65,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-22,1
555,397,P006,Lip Gloss,makeup,Brand D,22,2024-03-19,1
556,319,P008,Shower Gel,body,Brand E,18,2024-03-22,1
557,333,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-17,1
557,333,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-17,1
557,333,P005,Matte Lipstick,makeup,Brand D,25,2024-02-17,1
558,18,P005,Matte Lipstick,makeup,Brand D,25,2024-01-13,1
559,365,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-23,1
559,365,P007,Body Lotion,body,Brand E,30,2024-02-23,1
559,365,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-23,1
559,365,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-23,1
560,132,P007,Body Lotion,body,Brand E,30,2024-02-22,1
560,132,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-22,1
560,132,P006,Lip Gloss,makeup,Brand D,22,2024-02-22,1
560,132,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-22,1
561,222,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-07,1
561,222,P008,Shower Gel,body,Brand E,18,2024-02-07,1
561,222,P007,Body Lotion,body,Brand E,30,2024-02-07,1
562,200,P007,Body Lotion,body,Brand E,30,2024-02-28,1
562,200,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-28,1
563,76,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-31,1
563,76,P006,Lip Gloss,makeup,Brand D,22,2024-01-31,1
564,254,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-11,1
564,254,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-11,1
565,114,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-17,1
566,273,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-08,1
567,315,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-16,1
568,375,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-22,1
568,375,P006,Lip Gloss,makeup,Brand D,22,2024-03-22,1
569,269,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-21,1
569,269,P008,Shower Gel,body,Brand E,18,2024-02-21,1
570,202,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-01,1
570,202,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-01,1
570,202,P006,Lip Gloss,makeup,Brand D,22,2024-01-01,1
571,44,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-26,1
572,392,P008,Shower Gel,body,Brand E,18,2024-01-11,1
573,103,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-23,1
574,56,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-12,1
575,233,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-23,1
576,359,P007,Body Lotion,body,Brand E,30,2024-02-06,1
577,371,P005,Matte Lipstick,makeup,Brand D,25,2024-02-21,1
577,371,P008,Shower Gel,body,Brand E,18,2024-02-21,1
578,58,P008,Shower Gel,body,Brand E,18,2024-02-25,1
578,58,P006,Lip Gloss,makeup,Brand D,22,2024-02-25,1
578,58,P005,Matte Lipstick,makeup,Brand D,25,2024-02-25,1
579,284,P007,Body Lotion,body,Brand E,30,2024-01-27,1
580,137,P007,Body Lotion,body,Brand E,30,2024-03-07,1
581,250,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-07,1
582,152,P008,Shower Gel,body,Brand E,18,2024-02-13,1
582,152,P005,Matte Lipstick,makeup,Brand D,25,2024-02-13,1
582,152,P006,Lip Gloss,makeup,Brand D,22,2024-02-13,1
583,282,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-27,1
583,282,P006,Lip Gloss,makeup,Brand D,22,2024-03-27,1
583,282,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-27,1
584,176,P007,Body Lotion,body,Brand E,30,2024-01-21,1
584,176,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-21,1
585,473,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-15,1
585,473,P008,Shower Gel,body,Brand E,18,2024-01-15,1
585,473,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-15,1
586,250,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-05,1
587,70,P005,Matte Lipstick,makeup,Brand D,25,2024-03-26,1
587,70,P006,Lip Gloss,makeup,Brand D,22,2024-03-26,1
587,70,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-26,1
587,70,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-26,1
588,360,P008,Shower Gel,body,Brand E,18,2024-03-15,1
588,360,P006,Lip Gloss,makeup,Brand D,22,2024-03-15,1
589,61,P008,Shower Gel,body,Brand E,18,2024-03-09,1
589,61,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-09,1
589,61,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-09,1
590,73,P007,Body Lotion,body,Brand E,30,2024-03-16,1
590,73,P006,Lip Gloss,makeup,Brand D,22,2024-03-16,1
590,73,P005,Matte Lipstick,makeup,Brand D,25,2024-03-16,1
591,423,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-13,1
592,103,P006,Lip Gloss,makeup,Brand D,22,2024-01-22,1
592,103,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-22,1
592,103,P008,Shower Gel,body,Brand E,18,2024-01-22,1
592,103,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-22,1
593,40,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-19,1
593,40,P006,Lip Gloss,makeup,Brand D,22,2024-03-19,1
593,40,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-19,1
593,40,P005,Matte Lipstick,makeup,Brand D,25,2024-03-19,1
594,209,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-13,1
595,145,P007,Body Lotion,body,Brand E,30,2024-03-12,1
595,145,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-12,1
595,145,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-12,1
596,445,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-04,1
596,445,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-04,1
597,60,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-05,1
598,474,P005,Matte Lipstick,makeup,Brand D,25,2024-01-14,1
598,474,P007,Body Lotion,body,Brand E,30,2024-01-14,1
599,462,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-04,1
600,403,P007,Body Lotion,body,Brand E,30,2024-02-19,1
601,65,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-19,1
601,65,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-19,1
602,239,P005,Matte Lipstick,makeup,Brand D,25,2024-03-06,1
603,287,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-08,1
604,71,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-14,1
604,71,P006,Lip Gloss,makeup,Brand D,22,2024-03-14,1
604,71,P008,Shower Gel,body,Brand E,18,2024-03-14,1
604,71,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-14,1
605,230,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-14,1
605,230,P006,Lip Gloss,makeup,Brand D,22,2024-02-14,1
606,151,P007,Body Lotion,body,Brand E,30,2024-01-06,1
606,151,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-06,1
606,151,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-06,1
607,288,P006,Lip Gloss,makeup,Brand D,22,2024-03-03,1
607,288,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-03,1
608,323,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-05,1
608,323,P008,Shower Gel,body,Brand E,18,2024-01-05,1
608,323,P005,Matte Lipstick,makeup,Brand D,25,2024-01-05,1
609,416,P005,Matte Lipstick,makeup,Brand D,25,2024-01-11,1
609,416,P007,Body Lotion,body,Brand E,30,2024-01-11,1
610,461,P005,Matte Lipstick,makeup,Brand D,25,2024-01-18,1
610,461,P007,Body Lotion,body,Brand E,30,2024-01-18,1
610,461,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-18,1
610,461,P008,Shower Gel,body,Brand E,18,2024-01-18,1
611,113,P006,Lip Gloss,makeup,Brand D,22,2024-02-16,1
612,372,P005,Matte Lipstick,makeup,Brand D,25,2024-03-14,1
612,372,P008,Shower Gel,body,Brand E,18,2024-03-14,1
613,206,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-17,1
613,206,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-17,1
613,206,P007,Body Lotion,body,Brand E,30,2024-02-17,1
614,226,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-21,1
615,448,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-15,1
616,272,P006,Lip Gloss,makeup,Brand D,22,2024-02-16,1
616,272,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-16,1
617,239,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-30,1
618,315,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-12,1
618,315,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-12,1
619,17,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-16,1
620,76,P008,Shower Gel,body,Brand E,18,2024-01-29,1
621,195,P005,Matte Lipstick,makeup,Brand D,25,2024-03-04,1
621,195,P008,Shower Gel,body,Brand E,18,2024-03-04,1
622,165,P007,Body Lotion,body,Brand E,30,2024-01-02,1
622,165,P006,Lip Gloss,makeup,Brand D,22,2024-01-02,1
622,165,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-02,1
623,406,P007,Body Lotion,body,Brand E,30,2024-03-27,1
624,34,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-13,1
625,231,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-04,1
626,50,P008,Shower Gel,body,Brand E,18,2024-03-08,1
627,477,P006,Lip Gloss,makeup,Brand D,22,2024-01-19,1
627,477,P008,Shower Gel,body,Brand E,18,2024-01-19,1
627,477,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-19,1
627,477,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-19,1
628,490,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-22,1
628,490,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-22,1
628,490,P007,Body Lotion,body,Brand E,30,2024-02-22,1
629,288,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-16,1
629,288,P005,Matte Lipstick,makeup,Brand D,25,2024-01-16,1
630,16,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-04,1
631,327,P008,Shower Gel,body,Brand E,18,2024-02-22,1
632,106,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-19,1
632,106,P006,Lip Gloss,makeup,Brand D,22,2024-02-19,1
632,106,P005,Matte Lipstick,makeup,Brand D,25,2024-02-19,1
633,171,P007,Body Lotion,body,Brand E,30,2024-03-06,1
633,171,P005,Matte Lipstick,makeup,Brand D,25,2024-03-06,1
633,171,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-06,1
633,171,P006,Lip Gloss,makeup,Brand D,22,2024-03-06,1
634,305,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-10,1
634,305,P005,Matte Lipstick,makeup,Brand D,25,2024-01-10,1
635,444,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-20,1
635,444,P007,Body Lotion,body,Brand E,30,2024-03-20,1
635,444,P006,Lip Gloss,makeup,Brand D,22,2024-03-20,1
635,444,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-20,1
636,237,P008,Shower Gel,body,Brand E,18,2024-03-30,1
636,237,P005,Matte Lipstick,makeup,Brand D,25,2024-03-30,1
637,89,P006,Lip Gloss,makeup,Brand D,22,2024-02-17,1
637,89,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-17,1
637,89,P005,Matte Lipstick,makeup,Brand D,25,2024-02-17,1
637,89,P007,Body Lotion,body,Brand E,30,2024-02-17,1
638,276,P006,Lip Gloss,makeup,Brand D,22,2024-01-02,1
638,276,P007,Body Lotion,body,Brand E,30,2024-01-02,1
639,159,P008,Shower Gel,body,Brand E,18,2024-01-24,1
639,159,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-24,1
639,159,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-24,1
640,405,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-22,1
641,454,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-02,1
641,454,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-02,1
641,454,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-02,1
642,429,P008,Shower Gel,body,Brand E,18,2024-03-08,1
642,429,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-08,1
643,149,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-27,1
643,149,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-27,1
644,142,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-13,1
645,98,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-17,1
646,476,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-13,1
647,285,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-29,1
648,72,P007,Body Lotion,body,Brand E,30,2024-01-16,1
649,99,P006,Lip Gloss,makeup,Brand D,22,2024-03-06,1
649,99,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-06,1
649,99,P007,Body Lotion,body,Brand E,30,2024-03-06,1
650,413,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-16,1
650,413,P007,Body Lotion,body,Brand E,30,2024-03-16,1
650,413,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-16,1
651,212,P008,Shower Gel,body,Brand E,18,2024-02-14,1
651,212,P006,Lip Gloss,makeup,Brand D,22,2024-02-14,1
651,212,P005,Matte Lipstick,makeup,Brand D,25,2024-02-14,1
652,171,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-26,1
653,43,P008,Shower Gel,body,Brand E,18,2024-03-17,1
654,412,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-18,1
654,412,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-18,1
654,412,P005,Matte Lipstick,makeup,Brand D,25,2024-03-18,1
655,267,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-06,1
655,267,P005,Matte Lipstick,makeup,Brand D,25,2024-01-06,1
656,430,P005,Matte Lipstick,makeup,Brand D,25,2024-02-16,1
656,430,P007,Body Lotion,body,Brand E,30,2024-02-16,1
657,376,P008,Shower Gel,body,Brand E,18,2024-01-12,1
658,427,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-23,1
658,427,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-23,1
658,427,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-23,1
658,427,P007,Body Lotion,body,Brand E,30,2024-02-23,1
659,441,P008,Shower Gel,body,Brand E,18,2024-03-27,1
659,441,P006,Lip Gloss,makeup,Brand D,22,2024-03-27,1
659,441,P005,Matte Lipstick,makeup,Brand D,25,2024-03-27,1
659,441,P007,Body Lotion,body,Brand E,30,2024-03-27,1
660,429,P007,Body Lotion,body,Brand E,30,2024-03-23,1
661,353,P005,Matte Lipstick,makeup,Brand D,25,2024-01-30,1
661,353,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-30,1
662,500,P005,Matte Lipstick,makeup,Brand D,25,2024-02-16,1
662,500,P008,Shower Gel,body,Brand E,18,2024-02-16,1
663,181,P005,Matte Lipstick,makeup,Brand D,25,2024-03-21,1
663,181,P008,Shower Gel,body,Brand E,18,2024-03-21,1
664,210,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-21,1
665,161,P008,Shower Gel,body,Brand E,18,2024-03-30,1
666,260,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-23,1
666,260,P007,Body Lotion,body,Brand E,30,2024-03-23,1
667,292,P006,Lip Gloss,makeup,Brand D,22,2024-02-16,1
667,292,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-16,1
668,251,P007,Body Lotion,body,Brand E,30,2024-01-04,1
668,251,P006,Lip Gloss,makeup,Brand D,22,2024-01-04,1
669,30,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-22,1
670,255,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-06,1
670,255,P008,Shower Gel,body,Brand E,18,2024-01-06,1
670,255,P005,Matte Lipstick,makeup,Brand D,25,2024-01-06,1
670,255,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-06,1
671,70,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-30,1
671,70,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-30,1
672,249,P006,Lip Gloss,makeup,Brand D,22,2024-01-21,1
672,249,P008,Shower Gel,body,Brand E,18,2024-01-21,1
672,249,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-21,1
673,332,P008,Shower Gel,body,Brand E,18,2024-02-13,1
673,332,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-13,1
673,332,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-13,1
674,438,P008,Shower Gel,body,Brand E,18,2024-02-02,1
675,364,P005,Matte Lipstick,makeup,Brand D,25,2024-03-28,1
676,22,P008,Shower Gel,body,Brand E,18,2024-02-24,1
677,251,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-09,1
677,251,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-09,1
677,251,P005,Matte Lipstick,makeup,Brand D,25,2024-01-09,1
677,251,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-09,1
678,442,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-08,1
679,378,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-04,1
680,6,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-24,1
681,175,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-18,1
681,175,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-18,1
682,333,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-13,1
683,1,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-29,1
684,154,P005,Matte Lipstick,makeup,Brand D,25,2024-03-09,1
684,154,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-09,1
684,154,P008,Shower Gel,body,Brand E,18,2024-03-09,1
685,427,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-03,1
686,441,P007,Body Lotion,body,Brand E,30,2024-02-15,1
687,249,P007,Body Lotion,body,Brand E,30,2024-01-20,1
688,118,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-16,1
688,118,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-16,1
689,495,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-26,1
689,495,P008,Shower Gel,body,Brand E,18,2024-01-26,1
690,238,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-26,1
690,238,P008,Shower Gel,body,Brand E,18,2024-03-26,1
690,238,P007,Body Lotion,body,Brand E,30,2024-03-26,1
690,238,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-26,1
691,151,P007,Body Lotion,body,Brand E,30,2024-01-19,1
692,28,P007,Body Lotion,body,Brand E,30,2024-02-09,1
692,28,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-09,1
692,28,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-09,1
693,80,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-14,1
693,80,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-14,1
694,46,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-05,1
695,134,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-18,1
696,343,P007,Body Lotion,body,Brand E,30,2024-02-16,1
697,168,P006,Lip Gloss,makeup,Brand D,22,2024-02-26,1
698,287,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-17,1
699,28,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-07,1
699,28,P005,Matte Lipstick,makeup,Brand D,25,2024-02-07,1
700,390,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-19,1
701,146,P006,Lip Gloss,makeup,Brand D,22,2024-01-25,1
701,146,P008,Shower Gel,body,Brand E,18,2024-01-25,1
701,146,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-25,1
702,429,P007,Body Lotion,body,Brand E,30,2024-01-19,1
702,429,P005,Matte Lipstick,makeup,Brand D,25,2024-01-19,1
703,407,P007,Body Lotion,body,Brand E,30,2024-02-03,1
703,407,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-03,1
704,336,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-21,1
705,122,P007,Body Lotion,body,Brand E,30,2024-01-18,1
706,444,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-04,1
707,209,P006,Lip Gloss,makeup,Brand D,22,2024-03-19,1
708,146,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-08,1
708,146,P006,Lip Gloss,makeup,Brand D,22,2024-01-08,1
708,146,P007,Body Lotion,body,Brand E,30,2024-01-08,1
709,67,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-11,1
710,397,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-11,1
711,130,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-09,1
711,130,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-09,1
712,223,P003,Hydrating Face Serum,skincare,Brand C,55,2024-01-13,1
712,223,P006,Lip Gloss,makeup,Brand D,22,2024-01-13,1
713,122,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-15,1
713,122,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-15,1
714,374,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-03-02,1
715,144,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-14,1
715,144,P006,Lip Gloss,makeup,Brand D,22,2024-01-14,1
715,144,P005,Matte Lipstick,makeup,Brand D,25,2024-01-14,1
716,433,P005,Matte Lipstick,makeup,Brand D,25,2024-02-20,1
716,433,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-20,1
717,72,P005,Matte Lipstick,makeup,Brand D,25,2024-03-17,1
718,7,P007,Body Lotion,body,Brand E,30,2024-01-25,1
718,7,P006,Lip Gloss,makeup,Brand D,22,2024-01-25,1
718,7,P005,Matte Lipstick,makeup,Brand D,25,2024-01-25,1
719,439,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-03,1
719,439,P005,Matte Lipstick,makeup,Brand D,25,2024-01-03,1
720,75,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-02-28,1
720,75,P004,Daily Moisturizer,skincare,Brand C,45,2024-02-28,1
720,75,P007,Body Lotion,body,Brand E,30,2024-02-28,1
721,328,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-03,1
721,328,P007,Body Lotion,body,Brand E,30,2024-03-03,1
721,328,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-03,1
722,200,P005,Matte Lipstick,makeup,Brand D,25,2024-01-07,1
722,200,P008,Shower Gel,body,Brand E,18,2024-01-07,1
723,283,P005,Matte Lipstick,makeup,Brand D,25,2024-02-02,1
723,283,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-02,1
723,283,P007,Body Lotion,body,Brand E,30,2024-02-02,1
723,283,P003,Hydrating Face Serum,skincare,Brand C,55,2024-02-02,1
724,178,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-03,1
724,178,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-03,1
725,372,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-01-17,1
725,372,P007,Body Lotion,body,Brand E,30,2024-01-17,1
725,372,P008,Shower Gel,body,Brand E,18,2024-01-17,1
725,372,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-17,1
726,380,P001,Rose Essence Perfume,fragrance,Brand A,80,2024-01-27,1
726,380,P005,Matte Lipstick,makeup,Brand D,25,2024-01-27,1
726,380,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-27,1
727,271,P004,Daily Moisturizer,skincare,Brand C,45,2024-03-01,1
727,271,P006,Lip Gloss,makeup,Brand D,22,2024-03-01,1
727,271,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-01,1
728,416,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-18,1
728,416,P006,Lip Gloss,makeup,Brand D,22,2024-03-18,1
728,416,P008,Shower Gel,body,Brand E,18,2024-03-18,1
728,416,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-03-18,1
729,377,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-08,1
730,347,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-24,1
731,85,P004,Daily Moisturizer,skincare,Brand C,45,2024-01-17,1
731,85,P007,Body Lotion,body,Brand E,30,2024-01-17,1
732,336,P003,Hydrating Face Serum,skincare,Brand C,55,2024-03-29,1
733,325,P002,Vanilla Dream Perfume,fragrance,Brand B,70,2024-02-11,1
